smiles,density,hof,density_score,hof_score,density_ood,density_train,density_iid,hof_ood,hof_train,hof_iid
CC(C)(C)N=[N+]([O-])C1=NO[N+](=C1N=NC1=[N+]([O-])ON=C1[N+]([O-])=NC(C)(C)C)[O-],1.4679819546924,168.68868195288,6.545814309413866,1.0004054319982503,0,1,0,1,0,0
Oc1ccc(cc1)C(=O)NN=CC1=CC=C(O1)N(=O)=O,1.4923920614579,-51.536383358626,5.755366840282506,1.0047921905500665,0,1,0,0,1,0
ON=C1C2COC1(COC2c1ccc2OCOc2c1)c1ccc2OCOc2c1,1.5010556612726,-142.00126367234,5.474049446888618,1.0018713927483773,0,1,0,0,1,0
CC(=C(CC(=O)c1ccccc1)c1ccccc1)C(c1ccccc1)=C(C#N)c1ccc(cc1)N(=O)=O,1.3221467834089,47.284795970277,7.458367638053821,1.0028624427169073,0,1,0,0,1,0
CCCC1=CC(=O)C(O)(CC(=O)OC)N1Nc1ccc(cc1N(=O)=O)N(=O)=O,1.4800173080228,-167.13013414786,6.159044098310822,1.0028959885402222,0,1,0,0,1,0
CC1(C)CC(=O)C2=C(C1)OC1=C(C2c2ccc(cc2N(=O)=O)N(=O)=O)C(=O)CC(C)(C)C1,1.4162017716854,-154.16585902873,7.899075265081333,1.0031528752517391,0,0,1,0,1,0
CC(=O)C=C(O)C1=Cc2cc(ccc2OC1=O)N(=O)=O,1.5236110982196,-150.2630837783,4.766868406367612,1.0020987756400368,0,1,0,0,1,0
CC(=O)Nc1ccc(cc1N(=O)=O)N(=O)=O,1.5564973448859,-60.971078343737,3.852088100504722,1.004852984577662,0,1,0,0,1,0
CCOc1cccc2c1OCC1(C(ON=C21)c1ccccc1)C(=O)OC,1.3819744036401,-122.65110940185,8.242160703948553,1.0028396748922268,0,1,0,0,0,1
Cc1ccccc1C1ON=C2c3ccccc3OCC12C#N,1.3603473335613,38.712924359088,8.154552021330224,1.0024657454957022,0,1,0,0,1,0
CC1(C)CCc2c(O1)c1ccccc1c1nc3ccc(cc3nc21)N(=O)=O,1.4119099447791,-17.345206521845,7.972092189548378,1.0045243619541875,0,1,0,0,1,0
O=C(OC1C(OCc2ccccc2)C(OCc2ccccc2)C=CC1N=[N+]=[N-])c1ccc(cc1)N(=O)=O,1.380586285379,-53.478882582506,8.243798079696468,1.0041396582288293,0,1,0,0,1,0
COC(=O)c1cc(NC(=O)c2ccc(cc2)N(=O)=O)c(O)cc1O,1.5187624863659,-204.25880098572,4.914581961344376,1.0008587065469288,0,1,0,1,0,0
CC(C)(C)C1=CC(=NO1)NN=C1C(=O)Oc2ccccc2C1=O,1.4030470196842,-77.414320372237,8.097108767843585,1.0034319434355734,0,1,0,0,1,0
CN(C)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)ON1N=Nc2ccccc12,1.3665367827658,95.426929914152,8.204162044969847,1.0006998080119984,0,1,0,1,0,0
O=N(=O)c1ccccc1c1ccccc1,1.3441813920189,21.844159044274,7.936706574610122,1.004356685954316,0,1,0,0,1,0
COc1nc(OC)nc(ON2C(=O)CCC2=O)n1,1.5144797891594,-148.06908875293,5.0472666546594,1.0021578091347132,0,1,0,0,1,0
COC(=O)C1(C#N)C(C)(N=NC1(C)c1ccc(cc1)N(=O)=O)c1ccccc1,1.4008739392226,2.73607554348,8.122209228894523,1.003346671781069,0,1,0,0,1,0
CC1=C(C(=NN1)C)N(=O)=O,1.3929696820787,3.4880645404593,8.194201955537082,1.0047296008583326,0,1,0,0,1,0
COc1cc2CCN(C)OC(CC=Cc2cc1OC)c1ccccc1,1.2540835974113,-37.767097209244,5.284527405507355,1.0055594974174311,0,1,0,0,1,0
CCOC(=O)C1=[N+]([O-])OC2C=C(CC12)C#Cc1ccccc1,1.3503457992677,-29.339419354271,8.034324001112402,1.0049656960665705,0,1,0,0,1,0
CC(C)(C(Cc1ccccc1)N(=O)=O)N(=O)=O,1.3549518940556,-45.053623173738,8.095711529912695,1.0047572587221776,0,1,0,0,1,0
O=N(=O)c1ccc(NCc2ccncc2)cc1,1.3565470970307,27.820753839211,8.114595243961706,1.0031941506347342,0,1,0,0,1,0
Cc1cc2C3ON4OC3C(O)C(c2cc1C)C4(N(=O)=O)N(=O)=O,1.5779417049458,-36.649173781274,3.3494142098152926,1.0040499401023923,1,0,0,0,1,0
NC1=NO[N+](=C1C1=NO[N+](=C1C1=[N+]([O-])ON=C1N)[O-])[O-],1.7677187195046,133.49264465948,1.38427753579604,1.0002538062927175,1,0,0,1,0,0
CCN1C(=O)c2ccc(cc2C1=O)N(=O)=O,1.4774869647618,-91.155566614387,6.241151850948633,1.0031047738274388,0,1,0,0,1,0
OC1(CN(=O)=O)C(=O)c2cc(ccc2c2ccc(cc12)N(=O)=O)N(=O)=O,1.6215705109756,-78.936917298638,2.5559739913334414,1.0039200213325616,1,0,0,0,1,0
CONC12Cc3ccccc3C1(c1ccccc1)C(=C(C)N2Cc1ccccc1)C(=O)OC,1.3153662283982,-37.126258173202,7.276611862449903,1.0042380637780082,0,1,0,0,1,0
COC(=O)CC(C)C(C(C)C)N(O)C(C)c1c(cc(cc1C(C)C)C(C)C)C(C)C,1.144771818561,-197.05337106691,2.487364123384157,1.0014541037458233,1,0,0,0,1,0
CCOC(=O)C=CC(C(C)C)N(O)C(C)c1c(cc(cc1C(C)C)C(C)C)C(C)C,1.1411789326487,-189.02472222459,2.429592775897733,1.0024945248038428,1,0,0,0,1,0
COC(=O)C(C)CC(C(C)C)N(O)C(C)c1c(cc(cc1C(C)C)C(C)C)C(C)C,1.1373280925529,-207.20508921731,2.369841874624218,1.0011421815773769,1,0,0,0,1,0
COC(=O)C1CCCN1C(=O)C(C)CC(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O,1.4218008380142,-151.74307620325,7.792380463261903,1.0022080038515877,0,1,0,0,1,0
CC1=NOC(=O)C1=NNc1ccccc1,1.3790978722295,7.8147615257394,8.244444094419677,1.0029100813955072,0,1,0,0,1,0
CC1=NOC(=O)C1=NNc1ccc(cc1)N(=O)=O,1.5035183291705,-3.0698209602737,5.394740962963934,1.0046948422988442,0,1,0,0,1,0
CC1=NN(c2ccccc2)C(=O)C1=NNc1ccc(cc1)N(=O)=O,1.4295156463911,36.987448929035,7.625723886673344,1.0039497673049784,0,1,0,0,1,0
CCOC(=O)C1C2C(ON1c1ccc(cc1)N(=O)=O)C(=O)N(C2=O)c1ccccc1,1.4756469802305,-156.02289529274,6.300649650337041,1.0023977789927974,0,1,0,0,1,0
CCOC(=O)C1=C(C)NC(=O)N(CON=Cc2ccccc2)C1c1ccccc1,1.3307521307656,-112.91491651024,7.667324281578087,1.0031487429115713,0,1,0,0,1,0
COc1ccc(C(C)=NNC(=O)c2ccc(cc2)N(=O)=O)c(O)c1,1.4236006787518,-84.442508520873,7.755464844813642,1.003742651354712,0,1,0,0,0,1
O=N(=O)c1ccc2nn(cc2c1)c1ccccc1,1.4207516690478,59.757875093443,7.813323712179068,1.0030659080641826,0,1,0,0,1,0
O=C1C(CCCC1=Cc1cccc(c1)N(=O)=O)=Cc1cccc(c1)N(=O)=O,1.4148931785553,-23.264239661023,7.92216673860807,1.0070168358551106,0,1,0,0,1,0
CN1c2cccc3cccc(N(C)C1(C)c1ccc(cc1)N(=O)=O)c23,1.3574847694121,39.062050815547,8.12511583035896,1.003104411267609,0,1,0,0,1,0
CN1c2cccc3cccc(NC1(C)c1ccc(cc1)N(=O)=O)c23,1.3676253174605,36.688529742072,8.210874657899812,1.0037430634473654,0,1,0,0,1,0
CN1c2cccc3cccc(N(C)C1(C)c1ccccc1N(=O)=O)c23,1.3609989237183,50.677413838843,8.16068355206359,1.003354560838074,0,1,0,0,1,0
O=C1C(N=[N+]=[N-])C(COC(c2ccccc2)(c2ccccc2)c2ccccc2)N1OCc1ccccc1,1.3208040377173,63.616125126374,7.423498264250965,1.002358352833678,0,1,0,0,1,0
COC(C)C(Cc1ccc(cc1)N(=O)=O)(OC)C1CCC(CC1)C=C,1.2514511869722,-104.31902201243,5.1964470646252465,1.0031127245694809,0,0,1,0,1,0
O=N(=O)c1ccc(OCc2ccc(cc2)c2ccc(COc3ccc(cc3)N(=O)=O)cc2)cc1,1.3974560830947,-61.396312221719,8.157098924727624,1.0051609381501814,0,1,0,0,1,0
CC1(C)OC23CC=CCC2(O)CC(OC(=O)c2ccc(cc2)N(=O)=O)C1C3,1.3975881518748,-185.85984283593,8.155856207919093,1.0021986627196504,0,1,0,0,1,0
CC1(C)OC23CC4OC(CC2(CC(=O)C1C3)O4)OC(=O)c1ccc(cc1)N(=O)=O,1.4823014988005,-256.51652755228,6.084703625439318,1.0008294072084403,0,1,0,1,0,0
OC12C(CCCC1N(=O)=O)CCc1ccccc21,1.3448047360997,-69.35595707725,7.9473591398278955,1.0047598157202642,0,1,0,0,1,0
O=C(NC1=NON=C1c1ccccc1)c1ccccc1,1.3795978672421,36.433347876643,8.244355260954759,1.0046636739032522,0,1,0,0,1,0
O=N(=O)c1ccc2Oc3cc(c(cc3Oc2n1)N(=O)=O)N(=O)=O,1.7345486156089,-29.641831795502,1.5246319914073827,1.004654218037213,1,0,0,0,1,0
COc1ccc(CN2CC3CCCC(OC(=O)c4ccc(cc4)N(=O)=O)C2CN3Cc2ccccc2)cc1,1.3278781168668,-105.39655205064,7.600444994857061,1.003496080819731,0,1,0,0,1,0
O=N(=O)C=C1C2=C(Oc3ccccc13)c1ccccc1O2,1.4872567169885,-11.046519082327,5.923014430247314,1.0056258621991958,0,1,0,0,1,0
O=C1C(CN2C=CC=C2)C2CCCC2CN1OCc1ccccc1,1.2634216340155,-31.437225945529,5.600280844479103,1.0060612178910127,0,1,0,0,1,0
O=C1OC2CCCC2C(=O)N1c1ccc(cc1)N(=O)=O,1.483289844493,-127.13146952756,6.0524887620763685,1.0032442386365727,0,1,0,0,1,0
CC1=NC(=CN1c1cccnc1)N(=O)=O,1.4201062192004,42.230412697704,7.825993941867245,1.0024262474965104,0,1,0,0,1,0
CC1=NN(C(=C1)C)C(C=NO)=NO,1.3454188680284,41.44535756369,7.957684934846177,1.0023940966720604,0,1,0,0,1,0
O=n1ccccc1c1cc(cc(n1)c1ccccn1=O)c1ccccc1,1.379003908712,76.806701229741,8.244446308265156,1.0008897103610455,0,1,0,1,0,0
O=N(=O)c1ccc(cc1)C(=CC1=CNc2ccccc12)C#N,1.3865611017799,68.301923742997,8.22967232579756,1.0015589375849563,0,1,0,0,1,0
Cc1cccc2c1Nc1c3ON=C(C)c3ccc21,1.3383493481282,25.313755911256,7.828851657423712,1.0038673987101585,0,1,0,0,0,1
O=C1C2CN(Cc3ccccc3)OC2C2COC(N12)c1ccccc1,1.3444926568401,-44.078123242102,7.94204747785111,1.005294381734144,0,1,0,0,1,0
COc1ccc(cc1)N=C(C=[N+]([O-])c1ccccc1)c1ccccc1,1.3021110286988,43.066849027754,6.885699015823828,1.003657954364486,0,1,0,0,1,0
ONC(=O)C1CCCCC1,1.2306650136757,-83.796870818335,4.5250974790025715,1.0046716696055153,0,1,0,0,1,0
O=N(=O)c1ccc(NCCc2ccccc2)c(c1)N(=O)=O,1.412325338968,-6.3322760209144,7.9653699996036496,1.0046898920414278,0,1,0,0,1,0
COc1cc(C=Cc2ccc(cc2N(=O)=O)N(=O)=O)cc(OC)c1OC,1.4408826223565,-86.497016918335,7.343761752364965,1.0029295180333382,0,1,0,0,1,0
CC(=NNc1ccc(cc1N(=O)=O)N(=O)=O)C(=O)OCC(=O)c1ccccc1,1.4908583976675,-93.393486397116,5.805405992986838,1.0045415749554965,0,1,0,0,1,0
CC(=O)N1CC(CN1C(C)=O)(N(=O)=O)N(=O)=O,1.5502689774857,-90.585803483473,4.0124613303574215,1.0038158512840012,0,1,0,0,1,0
CN(C)c1ccc(cc1)C1N(C(=O)c2ccc(cc2)N(=O)=O)c2ccccc2C1(C)C,1.3226174531632,-25.904735653413,7.470452592186403,1.0044751638351448,0,1,0,0,1,0
CCOC1CC2C(CC(OCC)ON2O1)c1ccccc1,1.2683731095382,-106.59733259171,5.768923740665979,1.0036175408765935,0,1,0,0,1,0
OCC(O)CN1(=O)CCN(=O)(CC1)c1ccccc1,1.346693641946,-63.740490694023,7.9785776617539845,1.0047176328502634,0,1,0,0,1,0
CC12CCC3=NON=C3C1CCC1C2CCC2(C)C1CCC2(O)C#C,1.2859036796681,-4.2032417792299,6.362328960228677,1.0048072744929661,0,1,0,0,1,0
O=N(=O)C1C2CC3(CC1CC3(C2)N(=O)=O)N(=O)=O,1.6008041117128,-54.062491393448,2.8971531702885027,1.003771571539066,1,0,0,0,1,0
ON1C(=O)c2ccccc2C1=O,1.487384218426,-64.285456709257,5.918850451034049,1.0032851817759771,0,1,0,0,1,0
COc1ccc2c(CCCC2=NN(=O)=O)c1,1.3702906335659,-23.002007439314,8.224742979411188,1.0071699300758064,0,1,0,0,1,0
O=N(=O)c1ccccc1C1Nc2ccccc2C2OCCCC12,1.3770835364273,-20.915618530922,8.24348751935408,1.0029598387228293,0,1,0,0,1,0
COc1ccc2NC(C3CCCOC3c2c1)c1ccccc1N(=O)=O,1.3790364995959,-60.395703216485,8.244446059426503,1.004274790177031,0,1,0,0,1,0
Cc1ccc(cc1)C(NCCNC(=NO)c1ccc(C)cc1)=NO,1.2728452712489,13.940570492273,5.92133615306088,1.0046347237293205,0,1,0,0,1,0
Cc1ccc(cc1)C(NCCCNC(=NO)c1ccc(C)cc1)=NO,1.2513145304878,0.32188643661783,5.191888833682194,1.0051012830186576,0,1,0,0,1,0
Cc1ccc(cc1)C(NCCCCNC(=NO)c1ccc(C)cc1)=NO,1.2402251375824,-8.2744910453552,4.827741800845894,1.0040259594544916,0,1,0,0,1,0
CC(=O)OCC1OC(OC2CCCCC2)C(=CC1OC(C)=O)N(=O)=O,1.3831798914633,-303.81709282263,8.239929690238851,1.0003660039381852,0,1,0,1,0,0
CC1=NON=C1C1=CC=NC2=NC(=NN12)c1ccccc1,1.4320671008711,123.00618869108,7.565982650756123,1.0007369358104108,0,1,0,1,0,0
Oc1cccc2ccc(C=Cc3cccc(c3)N(=O)=O)nc12,1.3944276430478,-0.25948567557135,8.18323994478754,1.0041846979100806,0,1,0,0,1,0
O=C1N(C(=O)C(=C1C1=CCCCCC1)c1ccccc1)c1ccc(cc1)N(=O)=O,1.3723724171714,-60.87511076308,8.233027623400984,1.0047414287496577,0,1,0,0,1,0
O=C1N(C(=O)C(=C1C1=CCC=CC1)c1ccccc1)c1ccc(cc1)N(=O)=O,1.4066880766021,-28.233335050865,8.050080387201783,1.0043277096835657,0,1,0,0,1,0
COc1ccc2N3N=C4C=C(C=CC4=C3C3CCCOC3c2c1)N(=O)=O,1.4384462123863,-28.774495439049,7.407489962068885,1.005128776474756,0,1,0,0,1,0
COc1ccc2NC(CC(N3CCCC3=O)c2c1)c1ccccc1N(=O)=O,1.3811582282334,-72.41982799791,8.24324433774826,1.0028261552263928,0,1,0,0,1,0
O=C(NN=Cc1cccc(c1)N(=O)=O)C1=NNC=N1,1.4908384116787,41.093149177967,5.806058325327738,1.0027026457899275,0,1,0,0,1,0
O1N=C(C=C1c1ccccc1)C1=NOC(=C1)c1ccccc1,1.3615084935257,55.081273595925,8.165330684876924,1.0022587639814342,0,1,0,0,1,0
CC12CCC(Cc3cc(COC(=O)c4ccc(cc4)N(=O)=O)c(COC(=O)c4ccc(cc4)N(=O)=O)cc13)O2,1.4480377420891,-229.89995802547,7.147535737084697,1.0006457770151673,0,1,0,1,0,0
CC(C#Cc1ccc(cc1)N(=O)=O)=C1CCOC1=O,1.3853716964381,-36.414873534092,8.233951345572995,1.0049483188726687,0,1,0,0,1,0
CC(C)c1cccc(C(C)C)c1NCc1cc(ccc1O)N(=O)=O,1.2697831835227,-71.859415098953,5.816992860879122,1.0039708274313521,0,1,0,0,1,0
[O-][N+](Cc1ccccc1)=CC1=CC=CO1,1.3015936413789,12.764725475097,6.8696428983369175,1.0046558985291747,0,1,0,0,1,0
CN(C)C(=O)ON=C1CCc2ccc(CCC(C=C1)=CC#N)cc2,1.2790329532342,12.408265529841,6.131468917296891,1.0049131489303798,0,1,0,0,1,0
O=N(=O)c1ccc(NN=C2CCC32CCCC23CCCC32CCCC3)c(c1)N(=O)=O,1.362103666217,-2.4779576708998,8.170593618220149,1.0055196158111965,0,1,0,0,1,0
CC1N(C)C(C)C2(CC1(CC=C2)N(=O)=O)N(=O)=O,1.3985240279317,-30.932544987837,8.14680592387679,1.0046391702630024,0,1,0,0,1,0
CC(C)(C)c1cc(NC=C(C=Nc2cc(cc(c2)C(C)(C)C)C(C)(C)C)N(=O)=O)cc(c1)C(C)(C)C,1.1766993872037,-109.8236466531,3.0932508454512586,1.002895558033871,1,0,0,0,1,0
CC1=C2C(=O)NC=CC2=NO1,1.4270159212361,-27.172339375273,7.682087730095797,1.0040428542167092,0,1,0,0,1,0
O=C1OC(=O)c2c3CCc4cccc(c4c3c3c(CCc4ccccc34)c12)N(=O)=O,1.4910551018744,-90.240835090452,5.798985963531178,1.0037755712444758,0,1,0,0,1,0
O=C(c1ccccc1)C1=C(C(N(Cc2ccccc2)O1)c1cccc2ccccc12)C(=O)c1ccccc1,1.3300967605806,6.1806464389937,7.652341493071856,1.0043653721368633,0,1,0,0,1,0
CON=C(C1=NN=C(Nc2ccccc2)O1)c1ccccc1COc1ccccc1C,1.3324590335529,12.326665179761,7.705586470914569,1.0043716066761375,0,1,0,0,1,0
CC(=O)OCC(OC(C)=O)C1OC2C(NC(=O)N2c2ccccc2N(=O)=O)C1OC(C)=O,1.4993704528316,-365.75462456165,5.528520323097342,1.0002670830930467,0,1,0,1,0,0
ON=Cc1c(O)ccc2ccccc12,1.3589325856941,-14.903188338734,8.14051103443742,1.0044942348457995,0,1,0,0,1,0
ON1C(=O)C(=O)N(O)c2ccccc12,1.5684706684941,-66.744481508091,3.561911281032832,1.0033131198432732,1,0,0,0,1,0
CC1(C)OC2CON3C(CCOC3=O)C2O1,1.4282360996634,-176.25525607422,7.654848780282776,1.002637367603287,0,1,0,0,1,0
O=C(CN1C=CN=C1N(=O)=O)NCc1ccccc1,1.4019074846506,-13.287558342266,8.110551072108137,1.0048822331305203,0,1,0,0,1,0
CON=C(C(C)=O)C(=O)OC,1.3386195200829,-124.4804991386,7.834167675934475,1.003888220534375,0,1,0,0,1,0
COc1ccccc1NC(=O)c1ccccc1N(=O)=O,1.4102778111493,-58.276490487533,7.997773503255329,1.0049835456703486,0,1,0,0,1,0
CC1OC(=O)C(=C1)CC(CC#Cc1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1.4391686524939,-140.51780244434,7.388768506750509,1.0028239760757887,0,1,0,0,0,1
O=C(OC1C=CCC21CC=CC2=O)c1ccc(cc1)N(=O)=O,1.4312558706846,-92.728363652644,7.58521360751003,1.0035698262258177,0,1,0,0,1,0
CC(=O)OC1C=CCC21CC=CC2OC(=O)c1ccc(cc1)N(=O)=O,1.412129584113,-152.34170849851,7.968547182175044,1.0019915263231018,0,1,0,0,1,0
CC=CC=CC(=O)Nc1nc(N)nc(OCc2ccccc2)c1N=O,1.3500740555795,-24.785700984315,8.03038877413499,1.0048599713543418,0,1,0,0,1,0
OC12CCCCC1C(c1ccccc1)C(=NO2)C#N,1.3129335146388,-10.295243329711,7.2081381246105,1.0038544994473366,0,1,0,0,0,1
COc1ccc(cc1)C=NNc1ccccc1N(=O)=O,1.3734172132648,11.703732881663,8.236340564463944,1.0034138730667752,0,1,0,0,1,0
CC1(C)CC(=O)C2(C)ON(C1C=C2)c1ccccc1,1.2748486344011,-10.170857953369,5.9895134976329265,1.004096794284984,0,1,0,0,1,0
O=N(=O)c1ccc(cc1)C1=NC=C(O1)c1ccccc1,1.4135765892542,3.4363649875225,7.9446704643171495,1.0047123575894605,0,1,0,0,1,0
COc1ccc2N(C=C(CCNC(C)=O)c2c1)N=O,1.3405240565749,-47.460067875561,7.870773339229497,1.0040202319876188,0,1,0,0,1,0
Oc1ccc(cc1)N=[N+]([O-])c1ccccc1,1.356476565402,19.487769465747,8.113786485184214,1.0034169822658872,0,1,0,0,1,0
O=C1N(CCCN2CCOCC2)C(c2cccc(c2)N(=O)=O)C21c1ccccc1Oc1ccccc21,1.3706357289154,-81.05253448175,8.226271110004411,1.0036653962574695,0,1,0,0,1,0
COC(=O)c1ccc(cc1)c1ccc(cc1N(=O)=O)C(=O)OC,1.4403554278779,-161.76000377248,7.357692485514387,1.001964217541529,0,1,0,0,1,0
O=N(=O)c1cc2Cc3ccc4ccccc4c3c2c2ccccc12,1.4007544320869,47.908549599904,8.123524309728086,1.0032586988176693,0,1,0,0,1,0
CC(C)(C)OC(=O)NC(c1ccccc1)C(C)(C(=O)OC(C)(C)C)N(=O)=O,1.3051369061889,-246.55736311445,6.978519822157361,1.0010994493974903,0,1,0,0,1,0
CC(C)OC(=O)C1(CN1C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C(=O)OC(C)(C)C,1.4426542294246,-246.40014495039,7.296395134189083,1.000806230109416,0,1,0,1,0,0
CCOC1CC23C=C(OC)C(=O)CC2C(Cc2ccc(OC)c(O1)c32)N(=O)=O,1.414522807451,-193.6603809651,7.928571656844846,1.00132714553723,0,1,0,0,1,0
CC1(C)Cc2ccc(cc2C(=O)N1O)N(=O)=O,1.4289316510182,-67.929068964457,7.639087167935713,1.0060514890796228,0,1,0,0,1,0
Cc1ccc(cc1)C(=O)OCC1OC(CC1OC(=O)c1ccc(C)cc1)N1C=C(C=N1)N(=O)=O,1.4074332285122,-193.71003165112,8.039701599612874,1.0013577362951511,0,1,0,0,1,0
CC(=NOCCCON=C(C)c1ccccc1O)c1ccccc1O,1.3048133689668,-89.305456281083,6.968686342454787,1.0054238166881841,0,1,0,0,1,0
NC(=NO)C1=C(N=CN1)C#N,1.4348513205683,55.337768045341,7.4983572648768755,1.002796628132709,0,1,0,0,0,1
CN1C=NC(=C1C#N)C(N)=NO,1.3775198730921,51.973106437656,8.243873469261272,1.0025189407979829,0,1,0,0,1,0
NC(=NO)C1=C(C#N)N(Cc2ccccc2)C=N1,1.3453104004326,70.285893829016,7.955873465537534,1.0016309936494108,0,1,0,0,1,0
CCCCC1=CC(CCC1(C)CC(=O)OC)OC(=O)c1ccc(cc1)N(=O)=O,1.3101173202233,-229.60420202562,7.126906897211703,1.0010860799987504,0,1,0,0,1,0
O=N(=O)c1ccc2C=NN(CCN3N=Cc4ccc(cc34)N(=O)=O)c2c1,1.4933183694259,67.432725442929,5.725166239212187,1.0025204050715897,0,1,0,0,1,0
COC(=O)C1=C(C)C(=C(C)NC1c1ccccc1N(=O)=O)C(=O)OC,1.4233990784534,-162.10900777079,7.759661056760297,1.0021013284728348,0,1,0,0,1,0
CC1C2(C)C3C(C(=O)N(OCC4CO4)C3=O)C1(C)C(=C2C)C,1.3015493624406,-123.472724136,6.868266374861264,1.0034429470834034,0,1,0,0,1,0
OC1=CC=CC(=CNc2ccc(cc2)N(=O)=O)C1=O,1.4498354767972,-54.398197306924,7.09629788019538,1.0030744574553054,0,1,0,0,1,0
CCN1C(=O)C(=NNc2ccccc2N(=O)=O)C(=C(C#N)C1=O)C,1.4537250077469,-29.100127558339,6.983078807319474,1.0050125383102309,0,1,0,0,1,0
CC1C(CC2CCCCC12C)=NO,1.1617824912069,-46.877339716979,2.788747751294192,1.0044665852615435,1,0,0,0,1,0
COc1ccc(cc1)C1C(C#N)C(O)(N2CCNC2=C1N(=O)=O)c1ccccc1,1.4027555394104,-20.80267310683,8.100605647851559,1.0034348750057864,0,1,0,0,1,0
O=C1N(c2ccccc2)C(=O)c2ccc(c3cccc1c23)N(=O)=O,1.492708825694,-43.468427233241,5.745037165067585,1.00443027637536,0,1,0,0,1,0
O=C(CC(CN(=O)=O)c1ccccc1)c1ccccc1,1.3147067597687,-39.273418810132,7.258210847995883,1.0052102298257608,0,0,1,0,1,0
CC(C)(CN=Cc1ccc(cc1)N(=O)=O)CN=Cc1ccc(cc1)N(=O)=O,1.3387092243944,1.2936861258793,7.835926012511139,1.0042963932180928,0,1,0,0,1,0
CCOc1ccc(cc1)C(C=Cc1ccccc1OC)=NO,1.2719015194453,-44.928100546456,5.889189320960627,1.0045215010524127,0,1,0,0,1,0
CC1=NN(c2ccccc2)c2ncc3C(=O)N(c4ccc(cc4)N(=O)=O)C(=O)c3c12,1.4989111324073,-2.5690883340521,5.543392166338529,1.0050985213016959,0,1,0,0,1,0
O=N(=O)c1cccc(C=Nc2ccccc2)c1,1.3446984089504,35.281054860002,7.945554295156496,1.0035677947438468,0,1,0,0,1,0
CCCCCNc1ccc(cc1)N(=O)=O,1.2263719296425,-36.467007540346,4.39326252394692,1.0048845607672305,0,1,0,0,1,0
COc1ccc(cc1)C1C(C2N(CCc3ccccc23)C21C(=O)c1ccccc1C2=O)N(=O)=O,1.4120693468312,-71.081833529285,7.969521508554708,1.0042074549519646,0,1,0,0,1,0
CC1(C)OC2C(COC(c3ccccc3)(c3ccccc3)c3ccccc3)OC(C2O1)C(=NOCC#N)C#N,1.3408861897165,-46.858531954519,7.877559754986703,1.004347754913864,0,1,0,0,1,0
CC(=NOCON=C(C)c1ccccc1)c1ccccc1,1.2558190426235,17.330689541657,5.3428592244357525,1.0049230794930615,0,1,0,0,1,0
CC(C)CCOC(=O)CON=C(C#N)C1OC(COC(c2ccccc2)(c2ccccc2)c2ccccc2)C2OC(C)(C)OC12,1.310999215997,-236.19834725737,7.152563194059373,1.0011510276105624,0,1,0,0,1,0
O=C1OCCC21NC(C(C2c1ccccc1)N(=O)=O)c1ccccc1,1.3813775766727,-67.376767847426,8.242987005168962,1.0035146085722597,0,1,0,0,1,0
O=C(C1CC(OC1c1ccc(cc1)N(=O)=O)c1ccccc1)c1ccccc1,1.353154750753,-54.278630824596,8.072963430818797,1.0036216531331905,0,1,0,0,1,0
CC1(O)C(C(CC1=O)c1ccccc1)N(=O)=O,1.3843762519896,-89.292494794725,8.236973434923346,1.0053837449884204,0,1,0,0,1,0
CON1C(=O)c2ccccc2C1=Cc1ccccc1,1.3197478147161,4.3669706500613,7.395668091862925,1.00317982834503,0,1,0,0,1,0
CC1(C)CC(CC(C)(C)N1[O])N=C=NC1CCCCC1,1.1659401955763,-39.097666394231,2.869725371616113,1.0057365361786939,1,0,0,0,1,0
CC1(C)CC(CC(C)(C)N1[O])N=C=NC12CC3CC(CC(C3)C1)C2,1.2081784254282,-47.479872616382,3.8668308717347797,1.0039126506169531,0,1,0,0,1,0
Cc1cccc(C)c1N=C=NC1CC(C)(C)N([O])C(C)(C)C1,1.1946082917563,-8.0387575075354,3.511356216242029,1.004384065357675,1,0,0,0,1,0
OC(C(N=Cc1cc(ccc1O)N(=O)=O)c1ccccc1)c1ccccc1,1.3625923052323,-48.272620331068,8.174781397444484,1.0038089750295767,0,1,0,0,0,1
O=N(=O)OC1CN(CN(C1)N(=O)=O)N(=O)=O,1.6973785659145,-19.647483139053,1.7480101897117892,1.0039759096906296,1,0,0,0,1,0
O=N(=O)c1ccccc1N1C=C(N=N1)c1ccccc1,1.4166642278062,89.490026148806,7.89074407576129,1.001520938798258,0,1,0,0,1,0
O=N(=O)c1cccc(c1)N1C=C(N=N1)c1ccccc1,1.4151452186351,81.335592810957,7.917775052278837,1.0021078940007455,0,1,0,0,1,0
O=N(=O)c1ccc(cc1)N1C=C(N=N1)c1ccccc1,1.4147512623768,80.774369414623,7.924627780024275,1.0009584918693701,0,1,0,1,0,0
O=C(N1CC(C1)(N(=O)=O)N(=O)=O)C(=O)N1CC(C1)(N(=O)=O)N(=O)=O,1.7121108730008,-75.990441358408,1.6494721403853134,1.0037104985662655,1,0,0,0,1,0
